run_id,model_role,participant_key,observations,score_energy,score_share,leverage,leverage_share,score_rank,leverage_rank
main__glasses__all_available,additive,IZTECH::IZTECH_S005,141,0.8251335477857771,5.103934107084568e-5,0.07177994789642007,0.005981662324701715,124,81
main__glasses__all_available,additive,UCR::UCR_S002,144,0.7640918076769999,4.72635520469595e-5,0.2453212816926555,0.020443440141054765,125,2
main__glasses__all_available,additive,UCR::UCR_S003,114,0.7103699049771477,4.394053782431586e-5,0.15630206919085832,0.013025172432571617,126,7
main__glasses__all_available,additive,IZTECH::IZTECH_S009,111,0.7073707988828292,4.3755025552676515e-5,0.05675101437194997,0.004729251197662531,127,108
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S005,114,0.6620453111034287,4.0951378753702976e-5,0.059443572630208635,0.004953631052517421,128,99
main__glasses__all_available,additive,UCR::UCR_S004,93,0.5183414266185954,3.2062452114968096e-5,0.17447496275480956,0.014539580229567564,129,4
main__glasses__all_available,additive,TUM::TUM_S006,143,0.5125146407239014,3.170203129166727e-5,0.1394954976941321,0.011624624807844423,130,11
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S007,140,0.5050333721617795,3.1239271028423354e-5,0.0825155321377526,0.006876294344812765,131,68
main__glasses__all_available,additive,UCR::UCR_S006,137,0.4829592260904897,2.987385585023364e-5,0.285558341519461,0.023796528459955252,132,1
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S006,93,0.47880156984836425,2.9616680468664664e-5,0.04540003100454746,0.003783335917045648,133,126
main__glasses__all_available,additive,IZTECH::IZTECH_S002,137,0.35519184945273385,2.1970695529772812e-5,0.05688994084751204,0.004740828403959369,134,107
main__glasses__all_available,additive,MPI::MPI_S215,135,0.15759853502231008,9.748392127376733e-6,0.052926207291211565,0.004410517274267661,135,116
main__glasses__all_available,additive,THUAS::THUAS_S002,48,0.10760147200123611,6.655781047726789e-6,0.0353810178688609,0.002948418155738429,136,132
main__glasses__all_available,additive,UCR::UCR_S005,48,0.010912163424370767,6.749811982942952e-7,0.055922204618667905,0.0046601837182223575,137,109
main__glasses__all_available,full,BAUA::BAUA_S012,131,9789.002261139296,0.4000870604378654,0.27381748451102006,0.0076060412364172296,1,46
main__glasses__all_available,full,BAUA::BAUA_S009,140,3588.967234707619,0.14668495446591798,0.3600170429244264,0.010000473414567407,2,22
main__glasses__all_available,full,RISE::RISE_S012,168,1543.9376307296532,0.06310239304267329,0.5528954081354966,0.015358205781541586,3,8
main__glasses__all_available,full,MPI::MPI_S204,118,780.9128843547044,0.031916750249393215,0.11442821605649453,0.0031785615571248505,4,126
main__glasses__all_available,full,RISE::RISE_S010,113,525.0666638910574,0.02146003979629692,0.19490711230011246,0.005414086452780906,5,87
main__glasses__all_available,full,BAUA::BAUA_S011,120,517.5657169307154,0.021153468019132544,0.19600866199971081,0.005444685055547527,6,86
main__glasses__all_available,full,MPI::MPI_S201,91,433.56694906122857,0.01772034795022429,0.11637633954708006,0.0032326760985300043,7,125
main__glasses__all_available,full,BAUA::BAUA_S003,120,376.8955969736597,0.015404128782744409,0.21878404743171126,0.006077334650880873,8,76
main__glasses__all_available,full,RISE::RISE_S002,141,288.65070743924286,0.011797465150369283,0.3869778529337202,0.010749384803714459,9,19
main__glasses__all_available,full,THUAS::THUAS_S003,94,288.1703704695037,0.01177783326132524,0.5243684031254381,0.014565788975706625,10,10
main__glasses__all_available,full,BAUA::BAUA_S024,141,279.1759100541876,0.011410219981463791,0.2874392966280155,0.00798442490633377,11,42
main__glasses__all_available,full,BAUA::BAUA_S016,134,262.8391694505926,0.010742519806219625,0.1770233373139911,0.004917314925388646,12,97
main__glasses__all_available,full,RISE::RISE_S007,142,224.0425023161845,0.00915685825517355,0.46132302083821786,0.012814528356617172,13,14
main__glasses__all_available,full,THUAS::THUAS_S006,117,210.3006509132712,0.008595213995002987,0.2605127204113163,0.007236464455869902,14,55
main__glasses__all_available,full,RISE::RISE_S003,141,186.9866734613225,0.0076423466386541265,0.33557137579687646,0.009321427105468797,15,27
main__glasses__all_available,full,THUAS::THUAS_S018,108,182.39273324553272,0.007454587356581112,0.166742729327001,0.004631742481305587,16,101
main__glasses__all_available,full,RISE::RISE_S001,139,173.4181645933117,0.007087787074491174,0.2680050240964443,0.007444584002679014,17,49
main__glasses__all_available,full,BAUA::BAUA_S004,135,172.0395926854996,0.007031443356563116,0.32424991741546494,0.00900694215042959,18,29
main__glasses__all_available,full,KNUST::KNUST_S004,65,168.79294619341744,0.006898749419362321,0.11757426709311865,0.0032659518636977427,19,124
main__glasses__all_available,full,BAUA::BAUA_S005,114,156.79990478799033,0.00640858090641231,0.1854161251014809,0.005150447919485585,20,94
main__glasses__all_available,full,FUSPCEU::FUSPCEU_S004,118,150.37805632459077,0.006146113046485601,0.21753737466839118,0.00604270485189976,21,77
main__glasses__all_available,full,MPI::MPI_S205,144,148.5373151458142,0.006070879972920253,0.1461737047625956,0.004060380687849881,22,112
main__glasses__all_available,full,THUAS::THUAS_S001,161,144.7517122068448,0.005916158305539522,0.624748959200858,0.017354137755579403,23,7
main__glasses__all_available,full,MPI::MPI_S222,133,144.20886984838006,0.005893971753970166,0.23912106412901987,0.006642251781361668,24,65
main__glasses__all_available,full,KNUST::KNUST_S013,144,142.3915890679009,0.005819697532138745,0.6475895302542999,0.017988598062619456,25,5
main__glasses__all_available,full,IZTECH::IZTECH_S014,136,139.52365274767743,0.0057024818873496665,0.22086053483146148,0.00613501485642949,26,75
